raw_value,nlu_skill,nlu_task,nlu_result_is_valid,nlu_result_tts_task_type,nlu_result_tts_text
黑手,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到黑手的意思，我先把它记下来
跟包,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到跟包的意思，我先把它记下来
山珍,baike,baike,True,baike,山珍: 山珍是由中国著名山水画大师——张大千于1979年所创作。作者: 张大千。
官绅,baike,baike,True,baike,官绅: 官绅是一个汉语词汇，读音为guān shēn，是指古代有权有势的官，也指官吏和绅士。解释: 官吏和绅士。
戏班,baike,baike,False,baike,抱歉，小猴答不上来
怆然泪下,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是金铜仙人辞汉歌中的诗句
金铜仙人辞汉歌 ，唐代， 李贺 ，魏明帝青龙元年八月，诏宫官牵车西取汉孝武捧露盘仙人，欲立置前殿。宫官既拆盘，仙人临载，乃潸然泪下。唐诸王孙李长吉遂作《金铜仙人辞汉歌》。
茂陵刘郎秋风客，夜闻马嘶晓无迹。画栏桂树悬秋香，三十六宫土花碧。魏官牵车指千里，东关酸风射眸子。空将汉月出宫门，忆君清泪如铅水。衰兰送客咸阳道，天若有情天亦老。携盘独出月荒凉，渭城已远波声小。"
逗弄,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到逗弄的意思，我先把它记下来
棚车,baike,baike,True,baike,棚车: 棚车，又称篷车，俗称闷罐车，是一种封闭的火车车厢，一般用来运送货物。
经管,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到经管的意思，我先把它记下来
贬义词,knowledge,no_task,False,no_task,抱歉，小猴没理解。
火柱,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,火筯 ，宋代， 韦骧 ，劲直不容偏，纤纤体并圆。附炎非曲致，执热借双全。炽炭随方减，寒灰应手然。洪炉在调适，持此以为权。
称扬,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到称扬的意思，我先把它记下来
法不责众,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到法不责众这个成语，我先把它记下来
发痴,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到发痴的意思，我先把它记下来
衣不重采,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到衣不重采这个成语，我先把它记下来
薪火相传,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是偈颂三十六首  其三○中的诗句
偈颂三十六首  其三○ ，宋代， 释如珙 ，薪火相交，识性不停。上至诸佛，下至众生。扶过断桥水，伴归明月村。"
泛论,baike,baike,True,baike,泛论: 泛论，拼音是fànlùn，是一个汉语词汇，释义为广泛地论述；泛泛地谈论。
奢求,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到奢求的意思，我先把它记下来
平反昭雪,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到平反昭雪这个成语，我先把它记下来
法外施恩,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到法外施恩这个成语，我先把它记下来
软钉子,baike,baike,True,baike,软钉子: 软钉子，读音ruǎndīngzi，汉语词语，基本意思为比喻委婉的回绝或批评。解释: 比喻委婉的回绝或批评。
售出,baike,baike,True,baike,本义：卖出去
歌姬,baike,baike,False,baike,抱歉，小猴答不上来
颓垣断壁,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到颓垣断壁这个成语，我先把它记下来
缺课,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到缺课的意思，我先把它记下来
垫脚石,baike,baike,True,baike,垫脚石: 垫脚石是一个汉语词汇，意思是供步行时踏脚的石头。【解释】: 供步行时踏脚的石头。
看押,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到看押的意思，我先把它记下来
两鬓斑白,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到两鬓斑白这个成语，我先把它记下来
归降,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,归乡 ，宋代， 张纲 ，穷巷归来已白头，结茅何必榜休休。好山当户碧云晚，明月满谿寒苇秋。诗社纵添新句法，醉乡难觅旧交游。平生幸自无机械，一棹夷由去狎鸥。
吹牛皮,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到吹牛皮这个词，我先把它记下来
酒坊,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,酒舫 ，宋代， 刘敞 ，悠悠转小棹，漾漾逐浮萍。载酒和嘉月，投篇弔独醒。
步卒,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到步卒的意思，我先把它记下来
不二价,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
饶沃,baike,baike,True,baike,饶沃: 饶沃是一个汉语词语。释义: 肥沃；富足。
莞尔一笑,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是渔歌子中的诗句
渔歌子 ，宋代， 张炎 ，□□□□白云多。童子贪眠枕绿蓑。莞尔笑，浩然歌。奈此萧萧落叶何。"
舍近图远,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
上吊,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到上吊的意思，我先把它记下来
沾沾自足,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到沾沾自足这个成语，我先把它记下来
健朗,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到健朗的意思，我先把它记下来
和好如初,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
零售商,baike,baike,False,baike,抱歉，小猴答不上来
舍身取义,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
喇叭花,baike,baike,True,baike,喇叭花: 牵牛，学名 Pharbitis nil（L.）Choisy，又名牵牛花、喇叭花（各地统称），系旋花科牵牛属一年生缠绕草本，全身具短毛。界: 植物界。
眉眼传情,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是蹋莎行（春归怨别）中的诗句
蹋莎行（春归怨别） ，宋代， 曾协 ，柳眼传情，花心蹙恨。春风处处关方寸。朱帘卷尽画屏闲，云鬟半罗衣褪。燕语莺啼，日长人困。鱼沈雁断无音信。琵琶声乱篆烟斜，寸肠欲断无人问。"
地边,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到地边的意思，我先把它记下来
信心十足,zh_dic,no_task,False,no_task,抱歉，小猴没听清。
大富大贵,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到大富大贵这个成语，我先把它记下来
膀臂,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到膀臂的意思，我先把它记下来
皇储,baike,baike,False,baike,抱歉，小猴答不上来
弥天,baike,baike,True,baike,弥天: 弥天，指满天。
出双入对,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
硬结,baike,baike,True,baike,硬结:释义: 变得坚硬;结成硬的块状。 硬结是一个汉语词汇，意思是变得坚硬;结成硬的块状。
两厢情愿,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到两厢情愿这个成语，我先把它记下来
高才硕学,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到高才硕学这个成语，我先把它记下来
环环相扣,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到环环相扣这个成语，我先把它记下来
归心,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到归心的意思，我先把它记下来
碰到,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到碰到的意思，我先把它记下来
雕饰,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到雕饰的意思，我先把它记下来
扶病,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到扶病的意思，我先把它记下来
机杼,baike,baike,True,baike,机杼: 机杼，指织布机。俗称: 织布机。
冰点,baike,baike,True,baike,冰点[科技名词]: 冰点外文名ice point，是指水的凝固点，即水由液态变为固态的温度。
每次,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到每次的意思，我先把它记下来
维权,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到维权的意思，我先把它记下来
执迷,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到执迷的意思，我先把它记下来
回生,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到回生的意思，我先把它记下来
麻麻黑,baike,baike,True,baike,麻麻黑: 拼音mā mɑ hēi ㄇㄚ ㄇㄚ ㄏㄟ解释麻麻黑 1. 天刚黑或天快黑 2. 方言。
犯不上,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
搭车,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,大车 ，先秦， 佚名 ，大车槛槛，毳衣如菼。岂不尔思？畏子不敢。大车啍啍，毳衣如璊。岂不尔思？畏子不奔。榖则异室，死则同穴。谓予不信，有如皦日。
殿宇,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到殿宇的意思，我先把它记下来
菜鸟,baike,baike,True,baike,菜鸟是一个网络用语，一指新手，二指在某方面应用水平较低者。 某个人刚刚加入某个团队，或某个组织刚刚进入某个行业，适应环境，接受新的事物，都是需要一个过程的，处在这个过程阶段的人或组织，就叫菜鸟。
宰制,baike,baike,False,baike,抱歉，小猴答不上来
如期而至,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到如期而至这个成语，我先把它记下来
昂奋,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到昂奋的意思，我先把它记下来
好一阵,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
黄花鱼,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,黄鱼 ，唐代， 杜甫 ，日见巴东峡，黄鱼出浪新。脂膏兼饲犬，长大不容身。筒桶相沿久，风雷肯为神。泥沙卷涎沫，回首怪龙鳞。
渔妇,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,渔父 ，宋代， 李龏 ，岁俭何曾敢吃浆，早于世路似忘羊。桃花饭有秦人味，不染膏粱脂腻香。
喝醉,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到喝醉的意思，我先把它记下来
寓目,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,寓目 ，唐代， 李商隐 ，园桂悬心碧，池莲饫眼红。此生真远客，几别即衰翁。小幌风烟入，高窻雾雨通。新知他日好，锦瑟傍朱栊。
生命垂危,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
珠玉,baike,baike,True,baike,《珠玉词》是北宋晏殊的著作。作者承南唐冯延已余风，令词居多，虽内容单调，但词风特为婉丽，对宋初词坛有一定影响。明代毛晋尝据旧刻本重加考订，得词131首。之后，《四库全书》、《四部备要》等皆据以收录。有汲古阁刊本。
引论,baike,baike,False,baike,抱歉，小猴答不上来
熟铁,baike,baike,True,baike,熟铁: 熟铁是指用生铁精炼而成的比较纯的铁。概述: 用生铁精炼而成的比较。
兼济天下,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是同宋参军之问梦赵六赠卢陈二子之作中的诗句
同宋参军之问梦赵六赠卢陈二子之作 ，唐代， 陈子昂 ，晓霁望嵩丘，白云半巖足。氛氲涵翠微，宛如嬴台曲。故人昔所尚，幽琴歌断续。变化竟无常，人琴遂两亡。白云失处所，梦想暧容光。畴昔疑缘业，儒道两相妨。前期许幽报，迨此尚茫茫。晤言既已失，感叹情何一。始忆携手期，云台与峨眉。达兼济天下，穷独善其时。诸君推管乐，之子慕巢夷。奈何苍生望，卒为黄绶欺。铭鼎功未立，山林事亦微。抚孤一流恸，怀旧日暌违。卢子尚高节，终南卧松雪。宋侯逢圣君，骖驭游青云。而我独蹭蹬，语默道犹屯。征戍在辽阳，蹉跎草再黄。丹丘恨不及，白露已苍苍。远闻山阳赋，感涕下沾裳。"
狐媚,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到狐媚的意思，我先把它记下来
附庸国,baike,baike,True,baike,附庸国: 附庸国是指在别的宗主国轻度统治之下，没有自己主权自由的的国家。状态: 已消失。
凉菜,baike,baike,True,baike,凉菜（外文名：Cold Dishes ），在饮食业俗称冷盘。它是具有独特风格，拼摆技术性强的菜肴，食用时数都是吃凉的，称之为凉菜。凉菜切配的主要原料大部分是熟料，因此这与热菜烹调方法有着截然的区别，它的主要特点是：选料精细、口味干香、脆嫩、爽口不腻，色泽艳丽，造形整齐美观，拼摆和谐悦目。在上餐次序上，冷菜通常都是放在最前面，起到点饥，开胃的作用。
寄寓,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到寄寓的意思，我先把它记下来
房主,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到房主的意思，我先把它记下来
豆汁,baike,baike,True,baike,豆汁儿是老北京独具特色的传统小吃。
打道回府,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到打道回府这个成语，我先把它记下来
回眸,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到回眸的意思，我先把它记下来
跪拜,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到跪拜的意思，我先把它记下来
个展,baike,baike,True,baike,个展: 个展是一个汉语词语，读音是gè zhǎn，是指个人作品展出。
渔人,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,渔人 ，唐代， 王炎 ，西南月未堕，白雾吞青山。渡口无人行，老渔一舟还。呵手系短缆，袯襫犯夜寒。捕鱼养妻子，谁谓斯人闲。
下半晌,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到下半晌的意思，我先把它记下来
炎火,baike,baike,True,baike,炎火: 炎火是一个汉语词汇，拼音yán huǒ ，解释一是指烈火，解释二是指传说中的火焰山。
仕宦,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到仕宦的意思，我先把它记下来
北方方言,baike,baike,False,baike,抱歉，小猴答不上来
看不上,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
气绝,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到气绝的意思，我先把它记下来
进账,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到进账的意思，我先把它记下来
生拉硬扯,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
虚度光阴,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到虚度光阴这个成语，我先把它记下来
立地,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到立地的意思，我先把它记下来
复生,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,浮生 ，宋代， 陆游 ，浮生过六十，百念已颓然。独有躭书癖，犹同总角年。横陈粝饭侧，朗诵短檠前。不用嘲痴绝，儿曹尚可传。
泰极生否,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是大宋中兴雅中的诗句
大宋中兴雅 ，宋代， 李正民 ，炎正中微，泰极而否。边陲云扰，中原糜沸。靖康之元，逼我京师。金汤弛备，兵缠紫微。天方佑宋，帝在济阳。貔貅十万，左右陈行。旌旗蔽野，戈鋋彗云。八神警跸，七萃骏奔。移师商丘，亿兆乐推。讴歌狱讼，竭蹶咸归。爰登宝位，爰绍丕基。兢兢业业，一日万机。既巡淮甸，乃涖浙江。遣使聘问，原隰相望。两宫未复，夙夜靡遑。经之营之，十有馀年。戊午之秋，使车来旋。谓彼邻国，远达温言。欲讲盟好，厥志已坚。使在淮浦，众言盈庭。如蜩如螗，如沸如羹。更唱迭和，万口狺狺。帝若不闻，默与神谋。圣志先定，惟相是诹。轺车戾止，和好是求。复我河南，旧县与州。疆界方交，左贤被罪。谋臣既歼，信誓中悔。古贤继之，矜其勇鸷。氛尘冥冥，侵我淮泗。帝赫斯怒，张我皇威。乃敕六将，建尔鼓旗。追奔逐北，于淮之湄。师入陈许，亦反濉涣。两都震惧，人心冰泮。元戎駃马，往告于金。羣情愕眙，罔敢来侵。皇天悔祸，殊邻革心。按兵于境，旧盟是寻。锡以金帛，稛载方舟。皇华络绎，典礼具修。载书孔明，戎车遄迈。质于鬼神，万世永赖。龙楯来归，兆庶雨泣。圣心孺慕，哀恫罔极。百神毕会，缵禹之迹。永祐后昆，山川叶吉。长乐就养，袆衣褕翟。万寿称觞，怡心顺色。晨羞既进，夕膳载加。天子之孝，修于邦家。归马散牛，句戈束矢。大将释师，军政咸理。淮滨之民，夜眠晏起。秉尔耒耜，或耘或宣，惟仲山甫。爱莫助之，民鲜克举。我宋之隆，君臣会通。咸有一德，协于尹躬。中兴之功，薰灼夷夏。臣作是诗，以继周雅。"
五痨七伤,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到五痨七伤这个成语，我先把它记下来
玉轮,baike,baike,True,baike,玉轮: 玉轮是汉语词语，读音是yù lún，意为月的别名。
敬拜,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到敬拜的意思，我先把它记下来
芙蓉花,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,芙蓉花 ，宋代， 董嗣杲 ，如馆如城几艳丛，拒霜不觉老西风。曼卿人见骑驴去，丁度仙游按辔空。惆怅二公皆死谶，浅深十里尚秋红。且图席地看花醉，肯羡豪家绣褥工。
胡桃,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,胡桃 ，宋代， 释普济 ，枝头叶底不能藏，独脱无依未厮当。一击浑身如粉碎，不堪收拾始馨香。
交游,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,交游 ，宋代， 黄裳 ，率尔相会遇，欣然同醉吟。意外谈笑易，胸中矛戟深。契合好甘醴，听闻嫌正音。交结自此始，刎颈当知心。
数不上,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
毫不在意,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到毫不在意这个成语，我先把它记下来
棒槌,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到棒槌的意思，我先把它记下来
黯然无光,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到黯然无光这个成语，我先把它记下来
代为,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到代为的意思，我先把它记下来
芭蕉扇,baike,baike,False,baike,抱歉，小猴答不上来
勾绘,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到勾绘的意思，我先把它记下来
惩恶扬善,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是太上感应篇中的诗句
太上感应篇 ，宋代， 李昌龄 ，太上曰：祸福无门，唯人自召。善恶之报，如影随形。是以天地有司过之神依人所犯轻重，以夺人算。算减则贫耗，多逢忧患，人皆恶之，刑祸随之，吉庆避之，恶星灾之，算尽则死。又有三台北斗神君，在人头上，录人罪恶，夺其纪算。又有三尸神，在人身中，每到庚申日，辄上诣天曹，言人罪过。月晦之日，灶神亦然。凡人有过，大则夺纪，小则夺算。其过大小，有数百事，欲求长生者，先须避之。是道则进，非道则退。不履邪径，不欺暗室。积德累功，慈心于物。忠孝友悌，正己化人，矜孤恤寡，敬老怀幼。昆虫草木，犹不可伤。宜悯人之凶，乐人之善，济人之急，救人之危。见人之得，如己之得。见人之失，如己之失。不彰人短，不炫己长。遏恶扬善，推多取少。受辱不怨，受宠若惊。施恩不求报，与人不追悔。所谓善人，人皆敬之，天道佑之，福禄随之。众邪远之，神灵卫之，所作必成，神仙可冀。欲求天仙者，当立一千三百善，欲求地仙者，当立三百善；苟或非义而动，背理而行。以恶为能，忍作残害。阴贼良善，暗侮君亲。慢其先生，叛其所事。诳诸无识，谤诸同学。虚诬诈伪，攻讦宗亲。刚强不仁，狠戾自用。是非不当，向背乖宜。虐下取功，谄上希旨。受恩不感，念怨不休。轻蔑天民，扰乱国政。赏及非义，刑及无辜。杀人取财，倾人取位。诛降戮服，贬正排贤。凌孤逼寡，弃法受赂。以直为曲，以曲为直。入轻为重，见杀加怒。知过不改，知善不为。自罪引他，壅塞方术。讪谤贤圣，侵凌道德。射飞逐走，发蛰惊栖，填穴复巢，伤胎破卵。愿人有失，毁人成功。危人自安，减人自益。以恶易好，以私废公。窃人之能，蔽人之善。形人之丑，讦人之私。耗人货财，离人骨肉。侵人所爱，助人为非，逞志作威，辱人求胜。败人苗稼，破人婚姻。苟富而骄，苟免无耻，认恩推过。嫁祸卖恶。沽买虚誉，包贮险心。挫人所长，护己所短。乘威迫胁，纵暴杀伤。无故剪裁，非礼烹宰。散弃五谷，劳扰众生。破人之家。取其财宝。决水放火，以害民居，紊乱规模，以败人功，损人器物，以穷人用。见他荣贵，愿他流贬。见他富有，愿他破散。见他色美，起心私之。负他货财，原他身死。干求不遂，便生咒恨。见他失便，便说他过。见他体相不具而笑之。见他才能可称而抑之。埋蛊厌人，用药杀树。恚怒师傅，抵触父兄。强取强求，好侵好夺。掳掠致富，巧诈求迁。赏罚不平，逸乐过节。苛虐其下，恐吓于他。怨天尤人，呵风骂雨。斗合争讼，妄逐朋党。用妻妾语，违父母训。得新忘故。口是心非，贪冒于财，欺罔其上。造作恶语，谗毁平人。毁人称直，骂神称正，弃顺效逆，背亲向疏。指天地以证鄙怀，引神明而鉴猥事。施与后悔，假借不还。分外营求，力上施设。淫欲过度，心毒貌慈。秽食馁人，左道惑众。短尺狭度，轻秤小升。以伪杂真，采取奸利。压良为贱，谩蓦愚人，贪婪无厌，咒诅求直。嗜酒悖乱，骨肉忿争。男不忠良，女不柔顺。不和其室，不敬其夫。每好矜夸，常行妒忌。无行于妻子，失礼于舅姑，轻慢先灵，违逆上命。作为无益，怀挟外心。自咒咒他，偏憎偏爱。越井越灶，跳食跳人。损子堕胎，行多隐僻。晦腊歌舞，朔旦号怒。对北涕唾及溺，对灶吟咏及哭。又以灶火烧香，秽柴作食。夜起裸露，八节行刑。唾流星，指虹霓。辄指三光，久视日月，春月燎猎，对北恶骂。无故杀龟打蛇，如是等罪，司命随其轻重，夺其纪算。算尽则死，死有馀责，乃殃及子孙。又诸横取人财者，乃计其妻子家口以当之，渐至死丧。若不死丧，则有水火盗贼，遗亡器物，疾病口舌诸事，以当妄取之直。又枉杀人者，是易刀兵而相杀也。取非羲之财者，譬如漏脯救饥，鸩酒止渴，非不暂饱，死亦及之。夫心起于善，善虽未为，而吉神已随之。或心起于恶，恶虽未为，而凶神已随之。其有曾行恶事，后自改悔，诸恶莫作，众善奉行。久久必获吉庆，所谓转祸为福也。故吉人语善，视善，行善。一日有三善，三年天必降之福。凶人语恶视恶行恶，一日有三恶，三年天必降之祸，胡不勉而行之。"
闭门谢客,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到闭门谢客这个成语，我先把它记下来
马褂,baike,baike,True,baike,马褂: 马褂是服饰名 ，对襟、平袖端、盘扣、身长至腰，前襟缀扣襻五枚。样式: 大襟马褂、对襟马褂等。
早育,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到早育的意思，我先把它记下来
老少无欺,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到老少无欺这个成语，我先把它记下来
忘年交,baike,baike,False,baike,抱歉，小猴答不上来
台本,baike,baike,False,baike,抱歉，小猴答不上来
联通,baike,baike,True,baike,同“连通”。
泪液,baike,baike,False,baike,抱歉，小猴答不上来
大气圈,baike,baike,True,baike,大气圈: 大气层 atmosphere 又叫大气圈，地球就被这一层很厚的大气层包围着。
艳阳高照,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是清平乐 其一 毛主席种地处中的诗句
清平乐 其一 毛主席种地处 ，当代， 杨鸿章 ，朝阳高照。万道霞光耀。主席坡前培谷稻。碧柳红桃迎笑。银锄斩棘披荆。汗珠润土滋根。育出壮苗亿万，神州一圃新春。"
出聘,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到出聘的意思，我先把它记下来
口误,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到口误的意思，我先把它记下来
杜宇,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,杜宇 ，宋代， 周承勋 ，四海常为客，三春却倦游。能飞归不得，虽去有何求。故国千年恨，行人万里愁。年来风过耳，无泪与君流。
解甲释兵,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到解甲释兵这个成语，我先把它记下来
黄梅雨,baike,baike,False,baike,抱歉，小猴答不上来
战抖,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到战抖的意思，我先把它记下来
甜椒,baike,baike,True,baike,甜椒是一种属于管状花目、茄科、茄族、辣椒属、辣椒种的一年生或多年生的草本植物，其椒果肉厚而脆嫩，维生素C的含量较为丰富。甜椒是由原产于中南美洲热带地区的辣椒在北美演化而来，经过长期栽培和人工选择，使果实发生了体积增大、果肉变厚、辣味消失和心皮及子房腔数增多等性状变化。
储君,baike,baike,True,baike,储君: 储君：指王位或皇位的继承人。解释: 帝王的继承者。
胡麻,baike,baike,True,baike,胡麻是一种油料作物。
